CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
4662,652,Spain,Male,58,6,0.0,2,0,1,170025.43
4021,772,Germany,Female,48,6,108736.52,1,1,0,184564.67
1854,740,Germany,Female,36,4,109044.6,1,0,0,94554.74
9425,687,Spain,Female,72,4,0.0,2,1,1,50267.69
2872,439,Spain,Male,52,3,96196.24,4,1,0,198874.52
3030,676,France,Male,20,1,80569.73,1,0,0,68621.98
1645,506,Germany,Female,41,3,57745.76,1,1,0,4035.46
3417,612,France,Female,42,10,75497.51,1,0,0,149682.78
3476,746,Spain,Male,30,1,112666.67,1,0,0,11710.4
9552,664,France,Female,41,5,0.0,1,1,1,152054.33
1792,686,Spain,Male,41,7,102749.72,1,0,1,194913.86
3797,839,France,Female,51,3,0.0,1,1,1,69101.23
3368,630,France,Male,67,5,0.0,2,1,1,27330.27
7196,561,France,Female,35,5,0.0,2,1,0,59981.62
9641,680,France,Male,34,9,0.0,2,1,1,95686.6
5109,710,Spain,Female,28,6,0.0,1,1,0,48426.98
6024,698,Spain,Male,27,6,125427.37,2,0,0,27654.44
8795,651,Spain,Male,38,2,0.0,3,1,0,67029.82
9294,713,France,Male,36,8,133889.35,1,1,1,143265.65
126,549,France,Female,52,1,0.0,1,0,1,8636.05
5959,719,Spain,Female,33,7,0.0,2,1,0,20016.59
3876,565,Germany,Male,31,2,89558.39,2,1,1,4441.54
4451,578,France,Male,34,4,175111.11,1,1,1,74858.3
7147,724,Spain,Male,36,1,0.0,2,1,0,52462.25
3531,408,France,Female,84,8,87873.39,1,0,0,188484.52
827,758,Spain,Male,56,1,0.0,2,1,1,10643.38
7790,674,France,Male,22,3,0.0,1,1,1,173940.59
984,773,France,Male,25,1,124532.78,2,0,1,11723.57
7783,437,France,Female,43,6,0.0,1,1,0,148330.97
2443,560,France,Male,57,0,0.0,2,0,1,116781.71
8554,603,France,Female,24,3,0.0,1,1,1,198826.03
345,840,France,Female,43,7,0.0,2,1,0,90908.95
814,700,France,Female,26,2,0.0,2,0,0,50051.42
6166,773,France,Male,64,2,145578.28,1,0,1,186172.85
5779,684,Spain,Male,40,2,70291.02,1,1,1,115468.84
2116,701,France,Male,44,7,0.0,2,1,0,23425.78
793,743,Germany,Female,34,1,131736.88,1,1,1,108543.21
6898,575,Spain,Male,41,2,100062.39,1,0,0,126307.25
2674,804,France,Male,25,7,108396.67,1,1,0,128276.95
94,730,Spain,Male,42,4,0.0,2,0,1,85982.47
4225,648,Spain,Male,36,8,146943.38,2,1,1,130041.45
3756,755,France,Male,31,5,0.0,2,0,1,194660.78
2891,613,Germany,Female,30,5,131563.88,2,1,0,170638.98
2371,730,France,Female,22,9,65763.57,1,1,1,145792.01
9388,679,Spain,Male,39,5,0.0,2,1,1,100060.54
3228,583,France,Female,29,10,0.0,2,1,1,111285.85
7863,746,France,Male,47,8,142382.03,1,1,1,62086.62
6359,650,Germany,Female,45,9,152367.21,3,1,0,150835.21
9196,794,Spain,Female,37,9,0.0,2,1,0,68008.85
7326,600,France,Male,49,7,90218.9,1,1,0,91347.76
6028,646,Spain,Female,50,5,142644.64,2,1,1,142208.5
1865,760,France,Female,32,7,0.0,2,1,1,105969.05
4612,748,France,Female,49,7,29602.08,1,0,0,163550.58
2645,755,France,Male,23,5,84284.48,2,1,1,62851.6
2243,756,Spain,Male,38,6,119208.85,1,1,0,169763.89
5373,776,Spain,Male,30,6,0.0,2,0,1,63908.86
2336,640,France,Male,33,7,154575.76,1,1,0,25722.28
950,635,France,Female,48,8,130796.33,2,1,1,43250.3
1120,848,Germany,Male,31,4,90018.45,2,1,0,193132.98
2204,509,France,Male,31,3,0.0,2,1,0,15360.91
419,605,France,Female,28,6,0.0,2,0,0,159508.52
922,555,France,Male,51,5,0.0,3,1,0,189122.89
8669,540,Spain,Male,39,2,0.0,2,1,0,81995.92
5408,682,Spain,Female,54,0,83102.72,2,1,1,54132.93
5788,602,France,Female,42,10,0.0,2,0,0,169921.11
5742,832,France,Male,61,2,0.0,1,0,1,127804.66
7667,797,France,Male,29,1,0.0,1,0,1,149991.32
5567,676,Germany,Male,28,1,69459.05,2,1,1,128461.29
8135,710,Germany,Female,24,7,103099.17,2,1,0,173276.62
1202,529,France,Male,22,5,0.0,1,1,0,151169.83
5765,520,France,Male,30,3,143396.54,2,1,1,898.51
8389,743,Spain,Male,25,6,0.0,2,1,0,129740.11
1970,666,France,Female,41,10,141162.08,1,1,0,50908.48
4018,715,Germany,Female,32,3,104857.19,2,1,0,114149.8
3687,668,France,Female,32,2,0.0,2,1,1,40652.33
1997,672,France,Female,34,1,142151.75,2,1,1,168753.34
4033,632,Germany,Male,48,6,126066.26,1,1,0,64345.61
1248,689,Spain,Female,28,3,0.0,2,1,1,192449.02
2192,845,France,Male,33,8,164385.53,1,1,0,150664.97
2712,565,Germany,Female,32,9,68067.24,1,1,0,143287.58
2190,700,Germany,Female,59,5,137648.41,1,1,0,142977.05
4670,637,Germany,Male,41,2,138014.4,2,1,0,140298.24
5142,719,Spain,Female,48,5,0.0,2,0,0,78563.66
5984,662,France,Female,41,4,0.0,2,1,0,126551.48
6565,663,France,Female,33,2,0.0,2,1,0,153295.0
7804,684,Germany,Male,59,9,122471.09,1,0,1,15807.07
6943,719,Spain,Male,40,4,128389.12,1,1,1,176091.31
2136,727,France,Male,18,4,133550.67,1,1,1,46941.41
1065,512,France,Male,36,4,152169.12,2,0,0,38629.3
600,601,France,Female,43,8,0.0,3,0,1,110916.15
4227,633,France,Female,36,6,125130.28,1,0,0,125961.48
7577,615,Germany,Male,43,3,86920.86,1,1,1,150048.37
77,678,France,Female,32,9,0.0,1,1,1,148210.64
7546,697,France,Female,42,10,0.0,2,1,0,61312.15
2898,696,France,Male,52,6,139781.06,1,1,0,27445.4
4820,484,France,Female,32,3,0.0,2,1,1,139390.99
9302,744,France,Male,36,10,0.0,2,1,1,182867.84
6413,739,France,Female,20,4,133800.98,1,0,1,150245.81
9064,521,Germany,Female,49,2,127948.57,1,1,1,182765.14
8007,647,France,Male,41,4,138937.35,1,1,1,101617.64
5468,591,France,Male,45,5,0.0,2,1,1,155492.87
5951,721,France,Male,41,7,0.0,2,0,1,61018.85
3391,570,France,Female,46,3,0.0,2,0,0,820.46
5415,850,France,Female,28,1,105245.34,1,0,1,74780.13
2560,650,Spain,Female,30,6,0.0,1,0,0,67997.13
8162,621,France,Male,27,4,137003.68,1,1,0,21254.06
2635,592,France,Female,27,4,0.0,2,1,1,183569.25
5256,713,Spain,Female,48,1,163760.82,1,0,0,157381.14
3530,453,Spain,Female,42,5,0.0,3,1,0,83008.49
8567,699,France,Male,30,9,0.0,1,1,1,108162.13
1908,605,Spain,Female,48,6,0.0,2,1,1,40062.99
235,763,Germany,Male,42,6,100160.75,1,1,0,33462.94
1604,718,France,Female,31,1,152663.77,1,0,1,17128.64
7984,464,France,Male,46,6,161798.53,1,1,0,182944.47
3490,453,France,Male,29,6,0.0,1,0,0,198376.02
1994,705,France,Female,49,7,0.0,1,1,0,63405.2
2824,628,France,Male,32,9,149136.31,2,1,1,16402.11
9285,551,Spain,Female,48,5,95679.29,1,0,0,94978.1
1342,652,Spain,Male,71,4,0.0,1,1,1,120107.1
8512,612,Spain,Male,39,5,170288.38,1,1,1,59601.15
1619,656,France,Male,18,10,151762.74,1,0,1,127014.32
5287,635,Spain,Female,38,1,0.0,2,1,0,90605.05
2060,737,Spain,Male,38,6,146282.79,2,1,0,198516.2
9955,714,Spain,Male,29,4,0.0,2,1,1,37605.9
2219,631,Germany,Female,34,6,125227.82,2,0,1,128247.03
6038,624,Germany,Female,27,7,104848.68,1,1,1,167387.36
260,732,Germany,Male,42,9,108748.08,2,1,1,65323.11
9365,802,France,Male,29,9,127414.55,1,1,1,134459.12
9093,527,France,Male,31,4,0.0,1,1,0,169361.89
3744,647,Germany,Male,37,3,116509.99,1,1,1,149517.71
2026,451,Spain,Female,23,9,0.0,2,0,1,48021.71
6988,764,France,Female,44,1,0.0,2,1,1,11467.38
4234,559,France,Female,42,7,0.0,2,1,1,190040.29
1917,428,Germany,Female,40,3,129248.11,2,1,0,72876.43
1828,547,Spain,Female,31,9,0.0,2,0,0,99294.22
6233,850,France,Male,34,2,72079.71,1,1,1,115767.93
9332,710,Germany,Female,62,9,148214.36,1,1,0,48571.14
6283,726,France,Male,37,2,132057.92,2,1,0,34743.98
4208,447,France,Female,44,5,89188.83,1,1,1,75408.24
224,671,Germany,Male,45,6,99564.22,1,1,1,108872.45
8915,606,France,Male,36,1,155655.46,1,1,1,192387.51
6469,615,France,Female,23,4,0.0,2,1,0,196476.19
9413,751,France,Female,44,10,0.0,2,1,0,170634.49
846,714,Germany,Male,21,6,86402.52,2,0,0,27330.59
4289,731,Spain,Female,37,1,128932.4,1,1,1,180712.52
5560,564,France,Male,35,4,0.0,1,1,0,158937.55
2551,537,France,Female,53,3,0.0,1,1,1,91406.62
117,506,France,Female,41,1,0.0,2,1,0,31766.3
8837,664,France,Male,46,2,0.0,1,1,1,177423.02
5966,508,France,Female,43,9,0.0,1,1,0,103726.71
8195,577,Germany,Female,59,7,111396.97,1,0,1,191070.01
8659,730,Spain,Male,25,5,167385.81,1,1,1,56307.51
7489,600,France,Female,26,6,108909.12,1,1,0,82547.01
5,645,Spain,Male,44,8,113755.78,2,1,0,149756.71
5342,807,Germany,Male,47,1,171937.27,1,1,1,65636.92
9111,633,Germany,Male,40,5,86172.81,2,1,1,117279.49
4324,489,France,Male,34,5,0.0,1,0,0,43540.59
1063,812,France,Male,34,5,103818.43,1,1,1,166038.27
2590,848,Spain,Male,22,7,120811.89,1,1,1,185510.34
8434,512,Germany,Male,41,7,122403.24,1,0,1,37439.9
3735,447,France,Female,32,10,0.0,1,1,1,151815.76
3517,771,Spain,Male,18,1,0.0,2,0,0,41542.95
6986,627,Spain,Male,48,1,132759.8,1,1,0,78899.22
6767,608,Spain,Male,48,7,75801.74,1,1,0,125762.95
5622,670,France,Male,38,10,89416.99,1,0,0,144275.39
1605,636,Germany,Female,31,9,80844.69,2,1,1,74641.9
1733,614,Germany,Male,32,7,99462.8,2,1,1,51117.06
9341,654,France,Male,29,7,0.0,2,1,1,149184.15
3812,625,France,Female,40,7,141267.67,1,0,1,177397.49
9624,350,France,Female,40,0,111098.85,1,1,1,172321.21
1761,662,France,Female,36,4,166909.2,2,1,0,138871.12
5401,654,France,Male,47,10,0.0,2,1,0,170481.98
2739,625,France,Male,45,7,137555.44,1,0,0,124607.7
2472,686,France,Male,38,6,149238.97,1,1,1,97825.23
6738,573,Germany,Male,35,9,134498.54,2,1,1,119924.8
6891,754,Germany,Female,48,7,141819.02,1,1,0,93550.53
7943,532,France,Male,42,1,159024.71,1,1,0,100982.93
4206,604,France,Female,47,8,62094.71,3,0,0,9308.1
6371,602,France,Male,34,5,0.0,2,1,1,77414.45
232,512,France,Female,37,1,0.0,2,0,1,156105.03
8258,590,France,Male,41,1,89086.31,1,1,0,24499.97
7561,635,France,Male,41,4,103544.88,2,1,0,193746.55
6168,579,France,Female,26,10,162482.76,1,1,1,18458.2
3596,643,France,Male,36,0,148159.71,1,0,0,55835.66
6288,689,France,Male,40,8,160272.27,1,1,0,49656.24
4632,753,France,Female,43,5,0.0,2,1,0,109881.71
125,432,France,Male,42,9,152603.45,1,1,0,110265.24
7641,797,France,Male,31,9,0.0,2,1,1,24748.89
6229,777,France,Male,36,7,0.0,1,1,0,106472.34
1296,653,Spain,Male,55,2,70263.83,1,0,1,62347.71
1976,598,Spain,Female,38,6,0.0,2,0,0,173783.38
9480,593,France,Female,33,0,95927.04,1,1,0,199478.05
9581,850,France,Female,28,9,0.0,2,1,1,164864.67
5750,747,Germany,Male,37,9,135776.36,3,1,0,85470.45
8152,654,Spain,Female,36,2,0.0,2,1,1,146652.11
3086,716,France,Female,22,8,0.0,2,1,1,92606.98
9276,435,France,Male,54,3,0.0,1,1,0,156910.46
6882,586,France,Male,32,1,0.0,2,0,0,31635.99
9305,662,France,Female,39,5,139562.05,2,1,0,61636.22
7673,750,Spain,Female,37,2,113817.06,1,0,0,88333.74
3345,658,France,Female,31,7,123974.96,1,1,0,102153.75
8172,759,Spain,Male,31,8,0.0,2,1,1,99086.74
9421,613,France,Male,34,5,144094.2,1,1,0,44510.26
5870,632,France,Male,43,2,100013.51,1,1,0,24275.32
6506,585,Spain,Female,56,1,128472.8,1,1,0,186476.91
2797,652,Germany,Male,27,2,166527.88,2,0,1,146007.7
918,784,Spain,Male,35,3,0.0,2,0,0,81483.64
1646,570,Germany,Female,50,5,129293.74,1,1,0,177805.44
5122,655,France,Male,27,2,131691.33,1,1,0,49480.66
5126,654,Spain,Female,54,5,0.0,2,0,1,47139.06
4621,567,Spain,Male,43,2,115643.58,2,0,0,174606.35
6809,684,France,Female,26,5,87098.91,1,0,0,106095.82
364,640,France,Male,68,9,0.0,2,1,1,199493.38
2125,544,France,Female,45,6,0.0,2,0,1,151401.33
8150,760,Germany,Male,29,5,103607.24,2,0,1,86334.64
8717,443,France,Male,44,2,0.0,1,1,0,159165.7
55,619,France,Male,43,1,125211.92,1,1,1,113410.49
638,744,France,Female,43,10,147832.15,1,0,1,24234.11
302,687,France,Male,35,8,0.0,2,1,0,10334.05
5811,537,Spain,Female,38,6,141786.78,1,0,1,147797.54
1276,635,Germany,Male,37,5,113488.68,1,1,0,95611.74
4432,621,Spain,Male,33,4,0.0,2,1,1,40299.23
3644,593,France,Female,32,3,0.0,2,1,1,151978.36
4143,500,France,Male,45,2,109162.82,1,1,1,126145.08
2878,487,Spain,Female,36,1,140137.15,1,1,0,194073.33
6493,661,France,Male,35,9,100107.99,1,1,0,83949.68
5240,597,France,Female,24,1,103219.47,1,1,0,60420.07
9408,640,France,Male,55,10,132436.34,1,1,0,978.66
6937,589,France,Female,50,4,0.0,2,0,1,182076.97
7240,600,France,Female,32,7,98877.95,1,1,0,132973.21
2593,692,Germany,Male,53,7,150926.99,2,0,0,119817.19
2393,850,Germany,Male,28,4,147972.19,1,1,0,60708.72
523,696,Germany,Male,32,8,101160.99,1,1,1,115916.55
6376,700,France,Male,46,5,95872.86,1,1,0,98273.01
6981,572,Germany,Male,39,4,112290.22,1,1,0,49373.97
6677,642,Spain,Male,26,8,144238.7,1,1,1,184399.76
3900,809,France,Male,36,9,68881.59,2,0,1,109135.11
9634,655,France,Male,27,10,0.0,2,1,0,51620.94
5585,432,Germany,Male,38,2,135559.8,2,1,1,71856.3
9360,552,Germany,Male,39,2,132906.88,1,0,1,149384.43
7956,850,France,Male,81,5,0.0,2,1,1,44827.47
7570,697,France,Male,32,7,175464.85,3,1,0,116442.42
6777,754,France,Female,27,7,0.0,2,1,0,144134.64
671,667,France,Male,42,9,0.0,2,0,1,58137.42
4188,644,Germany,Male,47,9,137774.11,2,1,0,151902.78
666,559,France,Female,31,3,127070.73,1,0,1,160941.78
3266,537,Spain,Male,30,1,103138.17,1,1,1,96555.42
1887,613,Spain,Male,34,8,117300.02,1,1,0,139410.08
8472,662,France,Male,31,3,0.0,2,0,1,27731.05
9091,745,France,Female,40,6,131184.67,1,1,1,49815.62
7687,754,France,Male,61,5,146622.35,1,1,1,41815.22
6031,740,Germany,Female,40,2,122295.17,2,1,1,30812.84
6090,545,France,Male,26,7,0.0,2,0,1,156598.23
6238,466,France,Male,26,3,156815.71,1,1,1,137476.09
7350,669,Spain,Male,25,7,157228.61,2,1,0,124382.9
7830,595,France,Female,33,9,0.0,2,1,1,41447.86
760,600,France,Female,43,5,134022.06,1,1,0,194764.83
6254,578,Germany,Male,37,1,135650.88,1,1,0,199428.19
1906,786,France,Female,29,4,0.0,2,1,0,103372.79
3818,725,France,Female,44,10,0.0,1,0,1,93777.61
6269,652,Spain,Female,36,1,0.0,2,1,1,19302.78
4300,700,Germany,Female,28,3,99705.69,2,0,0,146723.72
5569,709,France,Male,36,0,0.0,2,1,0,46811.77
7941,592,Germany,Male,33,2,156570.86,1,1,1,37140.2
4164,636,France,Male,34,1,84055.43,1,0,0,37490.84
5971,805,Spain,Male,37,5,0.0,2,1,0,21928.81
3579,778,Germany,Male,31,9,182275.23,2,1,0,190631.23
2832,582,France,Male,20,4,0.0,1,1,1,55763.66
5449,549,France,Female,46,7,0.0,1,1,1,109057.56
3472,594,France,Male,40,9,122417.17,2,0,1,190882.69
6327,667,Spain,Female,36,3,121542.57,2,1,1,186841.71
137,637,France,Male,40,2,133463.1,1,0,1,93165.34
7043,595,Germany,Male,34,2,87967.42,2,0,1,156309.52
4892,707,Germany,Female,51,10,98438.23,1,0,0,70778.63
2180,649,France,Female,42,7,0.0,2,0,1,22974.01
7730,635,France,Male,43,10,122198.21,2,0,1,179144.54
3177,528,France,Female,27,7,176227.07,2,0,1,139481.53
4854,706,Germany,Male,23,2,93301.97,2,0,1,127187.04
4637,758,France,Female,30,3,141581.08,1,1,0,156249.06
5115,533,Germany,Female,49,1,102286.6,3,1,0,69409.37
7648,610,Spain,Female,31,5,0.0,2,0,0,63736.36
4261,794,Spain,Female,46,8,134593.79,1,1,1,46386.37
1331,849,Germany,Male,37,7,143452.74,2,1,1,17294.12
7002,564,Germany,Female,32,10,139875.2,2,1,0,15378.23
6941,501,Germany,Male,25,6,104013.79,1,1,0,114774.35
8017,459,Germany,Male,50,5,109387.9,1,1,0,155721.15
6241,775,Germany,Female,33,1,118897.1,2,1,1,26362.4
9987,606,Spain,Male,30,8,180307.73,2,1,1,1914.41
6881,631,Spain,Male,29,3,0.0,2,1,1,197963.46
4530,697,Germany,Male,43,7,115371.94,2,1,0,64139.1
4673,644,France,Male,33,2,0.0,1,1,0,96420.58
6996,623,Spain,Female,50,2,87116.71,1,1,1,104382.11
1252,693,France,Male,68,4,97705.99,1,1,1,61569.07
3374,735,Spain,Male,55,2,103176.62,1,0,1,163516.16
2814,737,Germany,Female,40,2,162485.8,2,1,0,149381.32
4719,566,Germany,Female,35,1,123042.0,1,1,0,66245.44
6544,709,France,Female,45,3,104118.5,1,0,1,174032.0
4858,779,France,Female,41,10,99786.2,1,1,0,86927.53
7901,628,Germany,Female,28,3,153538.13,2,1,0,110776.01
8580,529,France,Female,31,6,152310.55,1,1,0,13054.25
8427,753,France,Female,40,0,3768.69,2,1,0,177065.24
1077,658,France,Male,29,3,145512.84,1,1,0,20207.02
4363,634,Spain,Female,35,10,0.0,1,1,0,82634.41
770,742,Germany,Female,36,2,129748.54,2,0,0,47271.61
8865,668,France,Male,72,2,0.0,2,1,1,70783.61
249,739,Germany,Male,54,8,126418.14,1,1,0,134420.75
7239,580,Germany,Male,45,8,103741.14,1,1,0,47428.73
3419,674,France,Female,26,10,0.0,2,1,1,138423.1
4976,828,Germany,Female,25,7,144351.86,1,1,0,116613.26
4544,673,Spain,Male,39,8,138160.0,1,1,1,110468.51
5565,683,Germany,Male,35,5,144961.97,1,0,1,26796.73
7939,720,France,Male,26,10,51962.91,2,1,0,45507.24
716,554,Germany,Female,37,4,58629.97,1,0,0,182038.6
9652,480,France,Female,40,7,0.0,1,1,0,170332.67
2048,567,France,Female,35,5,166118.45,2,1,0,127827.18
5997,640,France,Female,20,4,0.0,2,0,1,78310.82
6600,505,France,Female,36,2,79951.9,1,0,1,174123.16
7245,702,Germany,Female,36,2,105264.88,2,1,1,52909.87
4178,510,France,Female,32,1,0.0,2,0,1,28515.17
4809,822,France,Male,37,3,105563.0,1,1,0,182624.93
9482,707,France,Male,40,1,0.0,2,1,0,14090.4
7140,703,Spain,Male,39,6,152685.4,1,0,0,183656.12
7190,597,Germany,Male,52,8,83693.34,2,1,1,161083.53
1460,578,France,Male,23,10,88980.32,1,1,1,125222.36
5989,668,France,Female,53,10,110240.04,1,0,0,183980.56
2000,842,France,Male,58,1,63492.94,1,1,1,83172.19
8175,561,France,Female,22,6,186788.96,2,1,0,73286.8
404,685,France,Male,23,8,0.0,2,1,1,112239.03
384,705,Germany,Male,44,3,105934.96,1,1,0,82463.69
9448,583,Germany,Male,35,8,149995.72,2,1,0,42143.55
9487,850,Spain,Female,32,5,0.0,1,1,1,3830.59
1633,562,France,Male,35,7,0.0,1,0,0,48869.67
9853,719,Spain,Male,37,10,145382.61,1,1,0,80408.59
4784,664,Spain,Female,53,7,187602.18,1,1,0,186392.99
9456,639,France,Male,39,6,150555.83,1,1,0,30414.17
6970,696,Germany,Female,66,7,119499.42,2,1,1,174027.3
3925,566,Spain,Male,44,5,0.0,2,1,0,66462.79
4158,850,France,Female,38,0,106831.69,1,0,1,148977.72
7449,698,France,Female,37,2,166178.02,2,1,1,71972.95
8415,760,Spain,Male,38,3,91241.85,1,0,1,80682.35
2193,613,France,Male,37,9,108286.5,1,1,1,114153.44
1015,676,France,Female,37,5,89634.69,1,1,1,169583.18
5124,721,Spain,Female,46,7,137933.39,1,1,1,67976.57
7418,677,France,Male,36,4,0.0,2,1,0,7824.31
7409,807,Germany,Female,42,9,105356.09,2,1,1,130489.37
8989,640,Germany,Female,31,10,118613.34,1,1,0,168469.65
2871,671,Spain,Male,38,0,92674.94,2,1,0,3647.57
9,684,France,Male,27,2,134603.88,1,1,1,71725.73
1838,350,Germany,Male,39,0,109733.2,2,0,0,123602.11
4804,450,Spain,Female,34,2,0.0,2,1,0,175480.93
255,766,Spain,Male,41,0,0.0,2,0,1,34283.23
7026,677,France,Female,27,2,0.0,2,0,1,114685.92
5713,537,France,Male,47,10,0.0,2,0,1,25482.62
3324,808,Spain,Male,47,8,139196.0,1,0,1,74028.36
7714,682,France,Female,30,9,0.0,2,1,1,195104.91
1581,445,Germany,Female,34,7,131082.17,2,1,1,70618.0
924,785,France,Female,34,9,70302.48,1,1,1,68600.36
2779,733,Germany,Male,38,9,111347.37,2,0,1,194872.97
7891,678,Germany,Male,48,2,101099.9,2,0,1,193476.04
6132,687,France,Female,34,9,125474.44,1,1,0,198929.84
5320,525,Spain,Male,36,3,77910.23,1,1,0,67238.01
7312,629,France,Female,43,0,0.0,2,1,1,41263.69
7102,519,France,Male,39,2,112957.26,2,1,0,97593.16
6042,727,France,Female,29,1,146652.01,1,1,1,173486.39
3775,528,Germany,Male,22,5,93547.23,2,0,1,961.57
4835,561,Spain,Male,34,4,85141.79,2,1,1,29217.37
4964,466,France,Female,41,3,33563.95,2,1,0,178994.13
539,745,Germany,Female,28,1,111071.36,1,1,0,73275.96
7483,616,France,Male,44,5,102016.38,1,0,1,178235.37
2745,655,Germany,Male,52,9,144696.75,1,1,1,49025.79
3719,850,France,Female,62,1,124678.35,1,1,0,70916.0
6819,568,Spain,Male,39,5,0.0,2,1,1,129569.92
9337,466,Germany,Female,47,5,102085.72,1,1,1,183536.24
4468,437,France,Female,39,0,102721.49,1,0,0,22191.82
667,503,France,Male,29,3,0.0,2,1,1,143954.99
7575,561,Germany,Male,49,5,94754.0,1,1,1,26691.31
8549,731,France,Male,37,8,0.0,2,1,1,170338.35
5063,614,Spain,Female,41,7,146997.64,2,0,0,137791.18
1353,626,Spain,Male,29,7,0.0,2,1,0,49361.84
7114,764,France,Female,39,1,129068.54,2,1,1,187905.12
9773,532,France,Male,36,4,0.0,2,1,1,132798.78
8662,510,Germany,Female,44,4,123070.89,1,1,0,28461.29
2703,459,Germany,Male,46,7,110356.42,1,1,0,4969.13
3330,738,France,Male,18,4,0.0,2,1,1,47799.15
8053,686,Germany,Male,29,3,185379.02,1,1,0,64679.07
3584,506,Germany,Male,28,8,53053.76,1,0,1,24577.34
9441,651,France,Female,33,1,96834.78,1,1,0,108764.69
5645,717,Spain,Female,42,5,190305.78,1,1,0,99347.8
3376,644,Germany,Female,40,4,77270.08,2,1,1,115800.1
1256,733,France,Male,42,9,120094.93,1,1,0,184056.45
6190,581,Spain,Female,43,4,170172.9,1,0,1,100236.02
5348,547,Germany,Male,41,3,151191.31,1,1,0,175295.89
4175,741,Spain,Male,43,0,0.0,2,1,1,2920.63
4910,597,France,Female,36,9,0.0,2,1,1,7156.09
1852,698,Spain,Male,38,10,95010.92,1,1,1,105227.86
6316,725,France,Male,37,6,124348.38,2,0,1,176984.34
9854,681,Spain,Female,37,6,121231.39,1,1,1,146366.08
2105,492,France,Female,31,7,0.0,2,1,1,49463.44
133,686,France,Male,25,1,0.0,2,0,1,16459.37
5029,709,France,Male,38,5,0.0,2,1,1,81452.29
928,520,Germany,Male,61,8,133802.29,2,1,1,90304.01
823,732,Spain,Female,69,9,137453.43,1,0,1,110932.24
7576,676,Spain,Male,27,4,0.0,1,0,1,107955.67
1531,600,France,Female,28,6,0.0,2,0,1,52193.23
1214,579,Spain,Male,33,6,0.0,1,1,0,94993.04
504,543,Spain,Female,41,4,0.0,1,0,0,194902.16
6530,511,Germany,Female,75,9,105609.17,1,0,1,105425.18
3072,740,France,Female,30,8,105209.54,1,1,0,1852.58
9086,647,Spain,Female,29,2,0.0,2,1,0,179032.68
8647,444,France,Male,43,3,0.0,2,1,1,159131.21
6619,647,France,Male,32,5,97041.16,1,1,1,23132.73
9273,616,France,Male,31,1,0.0,2,1,1,54706.75
3709,707,France,Female,49,10,0.0,1,1,0,82967.97
4849,491,Germany,Male,70,6,148745.92,2,1,1,17818.33
4748,537,Germany,Female,37,7,158411.95,4,1,1,117690.58
4268,753,France,Male,46,8,0.0,3,1,0,90747.94
9878,728,Spain,Female,43,8,128412.61,1,0,1,139024.31
8905,557,France,Male,36,3,0.0,1,0,1,144078.02
4186,755,France,Female,29,4,148654.84,2,1,1,28805.09
5301,672,France,Male,39,2,0.0,2,1,0,87372.49
2923,705,Germany,Male,41,4,72252.64,2,1,1,142514.66
6588,539,Spain,Male,28,5,0.0,2,1,0,48382.4
1810,651,France,Female,65,0,0.0,2,1,1,190454.04
3486,614,Spain,Female,25,10,75212.28,1,1,0,58965.04
7419,748,Germany,Female,40,3,103499.09,2,0,0,38153.19
3141,710,Germany,Female,24,2,110407.44,2,0,0,15832.43
9347,660,Spain,Female,36,0,84438.57,1,1,1,181449.51
1324,687,Germany,Male,26,2,142721.52,1,1,1,153605.75
4312,576,France,Female,41,4,112609.91,1,0,0,191035.18
7494,795,France,Female,36,1,151844.64,1,1,1,135388.89
8702,541,France,Male,37,9,212314.03,1,0,1,148814.54
8691,698,France,Female,39,4,0.0,2,0,1,47455.82
9503,671,France,Female,48,6,119769.77,1,0,1,66032.65
5541,587,Spain,Male,51,3,83739.32,1,0,1,148798.45
6172,568,Germany,Male,43,5,87612.64,4,1,1,107155.4
1540,530,Germany,Male,23,1,137060.88,2,1,1,165227.23
9409,570,Spain,Male,34,10,0.0,2,0,1,183387.12
2681,673,Germany,Male,36,5,73088.06,2,0,0,196142.26
9882,771,France,Male,50,3,105229.72,1,1,1,16281.68
6313,575,France,Male,27,3,139301.68,1,1,0,99843.98
1191,639,Germany,Male,27,3,150795.81,1,0,1,85208.93
5293,604,Spain,Female,41,10,0.0,2,1,1,166224.39
1542,530,France,Female,33,4,129307.32,1,1,1,172930.28
7056,725,France,Male,31,8,0.0,2,1,1,59650.42
2539,584,Germany,Female,46,6,87361.02,2,1,0,120376.87
953,694,Spain,Male,39,0,107042.74,1,1,1,102284.2
7241,521,France,Male,37,5,105843.26,2,1,1,84908.2
